"DATASET","VAR","SITE_NAME","AREA_KM2","TERM","VALUE"
"RECENT","PO4","NF_Ivory-NF",348.4728,"L_AREA",11.5360053977102
"RECENT","TN","Power",4122.55080000001,"L_AREA",180.086917311802
"RECENT","TN","Lone_Pine",3692.78910000001,"L_AREA",210.810012256224
"RECENT","TN","Godowa",1470.1266,"L_AREA",241.150010393943
"RECENT","TN","Sycan",1440.5751,"L_AREA",161.577200446554
"RECENT","TN","SF_Ivory",753.1524,"L_AREA",203.379916937487
"RECENT","TN","SF",279.5418,"L_AREA",173.366698526896
"RECENT","TN","NF_Ivory",535.3254,"L_AREA",212.870227755418
"RECENT","TN","NF",186.8526,"L_AREA",336.077771380747
"RECENT","TN","Power-Lone_Pine",429.7617,"L_AREA",-83.9056863311656
"RECENT","TN","Lone_Pine-Godowa-Sycan",782.0874,"L_AREA",244.463443432567
"RECENT","TN","Godowa-SF-NF",1003.7322,"L_AREA",242.356278417141
"RECENT","TN","Godowa-SF_Ivory-NF_Ivory",181.6488,"L_AREA",481.093915819337
"RECENT","TN","SF_Ivory-SF",473.6106,"L_AREA",221.094784590977
"RECENT","TN","NF_Ivory-NF",348.4728,"L_AREA",146.805817947805
"RECENT","TP","Power",4122.55080000001,"L_AREA",37.3927291719479
"RECENT","TP","Lone_Pine",3692.78910000001,"L_AREA",40.1403621728864
"RECENT","TP","Godowa",1470.1266,"L_AREA",65.0472358395327
"RECENT","TP","Sycan",1440.5751,"L_AREA",16.5311524030111
"RECENT","TP","SF_Ivory",753.1524,"L_AREA",35.159102200395
"RECENT","TP","SF",279.5418,"L_AREA",42.4037026932606
"RECENT","TP","NF_Ivory",535.3254,"L_AREA",70.1369194849428
"RECENT","TP","NF",186.8526,"L_AREA",127.30890833848
"RECENT","TP","Power-Lone_Pine",429.7617,"L_AREA",13.7832981857385
"RECENT","TP","Lone_Pine-Godowa-Sycan",782.0874,"L_AREA",36.8089982166112
"RECENT","TP","Godowa-SF-NF",1003.7322,"L_AREA",59.7630162312466
"RECENT","TP","Godowa-SF_Ivory-NF_Ivory",181.6488,"L_AREA",173.969962818653
"RECENT","TP","SF_Ivory-SF",473.6106,"L_AREA",30.8830816424587
"RECENT","TP","NF_Ivory-NF",348.4728,"L_AREA",39.4810554850714
"RECENT","TSS","Power",4122.55080000001,"L_AREA",5571.2296339538
"RECENT","TSS","Lone_Pine",3692.78910000001,"L_AREA",6326.04567168014
"RECENT","TSS","Godowa",1470.1266,"L_AREA",9567.74277950415
"RECENT","TSS","Sycan",1440.5751,"L_AREA",2254.96931752173
"RECENT","TSS","SF_Ivory",753.1524,"L_AREA",9624.90198265298
"RECENT","TSS","SF",279.5418,"L_AREA",6349.97795512649
"RECENT","TSS","NF_Ivory",535.3254,"L_AREA",14050.179847221
"RECENT","TSS","NF",186.8526,"L_AREA",7408.24609375478
"RECENT","TSS","Power-Lone_Pine",429.7617,"L_AREA",-914.635524856396
"RECENT","TSS","Lone_Pine-Godowa-Sycan",782.0874,"L_AREA",7731.24166210817
"RECENT","TSS","Godowa-SF-NF",1003.7322,"L_AREA",10865.905119426
"RECENT","TSS","Godowa-SF_Ivory-NF_Ivory",181.6488,"L_AREA",-3879.15038623086
"RECENT","TSS","SF_Ivory-SF",473.6106,"L_AREA",11557.8784775161
"RECENT","TSS","NF_Ivory-NF",348.4728,"L_AREA",17611.6130232477
"RECENT","PP","Power",4122.55080000001,"L_AREA",16.8866377580414
"RECENT","PP","Lone_Pine",3692.78910000001,"L_AREA",19.7428195340299
"RECENT","PP","Godowa",1470.1266,"L_AREA",26.0402643457177
"RECENT","PP","Sycan",1440.5751,"L_AREA",11.1697374754694
"RECENT","PP","SF_Ivory",753.1524,"L_AREA",21.037769660217
"RECENT","PP","SF",279.5418,"L_AREA",22.9630944578222
"RECENT","PP","NF_Ivory",535.3254,"L_AREA",34.8200826506781
"RECENT","PP","NF",186.8526,"L_AREA",48.1232304083171
"RECENT","PP","Power-Lone_Pine",429.7617,"L_AREA",-7.65551416007781
"RECENT","PP","Lone_Pine-Godowa-Sycan",782.0874,"L_AREA",23.6965047795984
"RECENT","PP","Godowa-SF-NF",1003.7322,"L_AREA",22.7863466023791
"RECENT","PP","Godowa-SF_Ivory-NF_Ivory",181.6488,"L_AREA",20.9071785909089
"RECENT","PP","SF_Ivory-SF",473.6106,"L_AREA",19.9013745721273
"RECENT","PP","NF_Ivory-NF",348.4728,"L_AREA",27.6868781460539
"POR","FLOW","Power",4122.55080000001,"Q",5063.02482324363
"POR","FLOW","Lone_Pine",3692.78910000001,"Q",5403.73588159859
"POR","FLOW","Godowa",1470.1266,"Q",3689.86327431973
"POR","FLOW","Sycan",1440.5751,"Q",1265.15139896621
"POR","FLOW","SF",279.5418,"Q",611.701979572308
"POR","FLOW","NF",186.8526,"Q",994.306477651232
"POR","FLOW","Power-Lone_Pine",429.7617,"Q",-340.711058354961
"POR","FLOW","Lone_Pine-Godowa-Sycan",782.0874,"Q",448.721208312657
"POR","FLOW","Godowa-SF-NF",1003.7322,"Q",2083.85481709619
"RECENT","FLOW","Power",4122.55080000001,"Q",2171.68470788905
"RECENT","FLOW","Lone_Pine",3692.78910000001,"Q",2155.56462711898
"RECENT","FLOW","Godowa",1470.1266,"Q",1543.17325969299
"RECENT","FLOW","Sycan",1440.5751,"Q",480.951767876496
"RECENT","FLOW","SF_Ivory",753.1524,"Q",425.085274033207
"RECENT","FLOW","SF",279.5418,"Q",260.921558775793
"RECENT","FLOW","NF_Ivory",535.3254,"Q",577.832843173966
"RECENT","FLOW","NF",186.8526,"Q",467.070169985706
"RECENT","FLOW","Power-Lone_Pine",429.7617,"Q",16.1200807700643
"RECENT","FLOW","Lone_Pine-Godowa-Sycan",782.0874,"Q",131.439599549494
"RECENT","FLOW","Godowa-SF-NF",1003.7322,"Q",815.181530931496
"RECENT","FLOW","Godowa-SF_Ivory-NF_Ivory",181.6488,"Q",540.255142485821
"RECENT","FLOW","SF_Ivory-SF",473.6106,"Q",164.163715257415
"RECENT","FLOW","NF_Ivory-NF",348.4728,"Q",110.76267318826
"POR","FLOW","Power",4122.55080000001,"Q_AREA",122.812915325231
"POR","FLOW","Lone_Pine",3692.78910000001,"Q_AREA",146.332101164363
"POR","FLOW","Godowa",1470.1266,"Q_AREA",250.989491266924
"POR","FLOW","Sycan",1440.5751,"Q_AREA",87.8226618637382
"POR","FLOW","SF",279.5418,"Q_AREA",218.823081046308
"POR","FLOW","NF",186.8526,"Q_AREA",532.134140842157
"POR","FLOW","Power-Lone_Pine",429.7617,"Q_AREA",-79.2790652017062
"POR","FLOW","Lone_Pine-Godowa-Sycan",782.0874,"Q_AREA",57.3748162050248
"POR","FLOW","Godowa-SF-NF",1003.7322,"Q_AREA",207.610637289128
"RECENT","FLOW","Power",4122.55080000001,"Q_AREA",52.678179439027
"RECENT","FLOW","Lone_Pine",3692.78910000001,"Q_AREA",58.3722646689729
"RECENT","FLOW","Godowa",1470.1266,"Q_AREA",104.968732603913
"RECENT","FLOW","Sycan",1440.5751,"Q_AREA",33.3860947531646
"RECENT","FLOW","SF_Ivory",753.1524,"Q_AREA",56.4408045480845
"RECENT","FLOW","SF",279.5418,"Q_AREA",93.3390136200714
"RECENT","FLOW","NF_Ivory",535.3254,"Q_AREA",107.940486884046
"RECENT","FLOW","NF",186.8526,"Q_AREA",249.967177328924
"RECENT","FLOW","Power-Lone_Pine",429.7617,"Q_AREA",3.75093470871516
"RECENT","FLOW","Lone_Pine-Godowa-Sycan",782.0874,"Q_AREA",16.8062545886169
"RECENT","FLOW","Godowa-SF-NF",1003.7322,"Q_AREA",81.2150423122319
"RECENT","FLOW","Godowa-SF_Ivory-NF_Ivory",181.6488,"Q_AREA",297.417402419295
"RECENT","FLOW","SF_Ivory-SF",473.6106,"Q_AREA",34.6621708334684
"RECENT","FLOW","NF_Ivory-NF",348.4728,"Q_AREA",31.7851703743477
