INDEX,DATE,GPS_N,GPS_W,Site ID,SITE,JD,CJD,MO,DAY,YR,TIME,Q_CFS,STAFF_GAGE_FT,TEMP_C,TEMP_CALC,TEMP_ACT,TEMP_DIFF,COND_MS_CM,COND_US_CM,COND_CALC,COND_ACT,COND_DIFF,DO_mgl,DO_CALC,DO_ACT,DO_DIFF,PH,PH_CALC,PH_ACT,PH_DIFF,PSAT_perc,PSAT_CALC,PSAT_ACT,PSAT_DIFF,TP_MGL,TP_DUP,TP_SPIKE,TP_DIFF,TP_RPD,TP_PASS_FAIL,PO4_MGL,PO4_DUP,PO4_SPIKE,PO4_DIFF,PO4_RPD,PO4_PASS_FAIL,NH4_MGL,NH4_DUP,NH4_SPIKE,NH4_DIFF,NH4_RPD,NH4_PASS_FAIL,NO3NO2_MGL,NO3NO2_DUP,NO3NO2_SPIKE,NO3NO2_DIFF,NO3NO2_RPD,NO3NO2_PASS_FAIL,NO2_MGL,NO2_DUP,NO2_SPIKE,NO2_DIFF,NO2_RPD,NO2_PASS_FAIL,TN_MGL,TN_DUP,TN_SPIKE,TN_DIFF,TN_RPD,TN_PASS_FAIL,CL_MGL,CL_DUP,CL_SPIKE,CL_DIFF,CL_RPD,CL_PASS_FAIL,SIO2+MGL,SIO2_DUP,SIO2_SPIKE,SIO2_DIFF,SIO2_RPD,SIO2_PASS_FAIL,TSS_MGL,TSS_DUP,TSS_DIFF,TSS_RPD,TSS_PASS_FAIL,TURB_MGL,TURB_DUP,TURB_DIFF,TURB_RPD,TURB_PASS_FAIL,CHLA_UGL,CHLA_DUP,CHLA_DIFF,CHLA_RPD,CHLA_PASS_FAIL,PHAE_UGL,PHAE_DUP,PHAE_DIFF,PHAE_RPD,PHAE_PASS_FAIL,Notes
1110,4/22/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,113,2669,4,22,2008,1105,137.3,1.44,3.11,17.3,17.27,0.03,0.0445,44.5,147,148.2,1.2,14.87,8.41,8.79,0.38,7.44,10.1,9.95,0.15,134.6,100,104,4,0.044,0.043,,0.001,2.298850575,pass,0.035,0.034,,0.001,2.898550725,pass,0.016,0.017,,0.001,6.060606061,pass,0.02,0.02,,0,0,pass,,,,,,,0.143,0.148,,0.005,3.436426117,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,4/22/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,113,2669,4,22,2008,915,119.49,1.2,3.04,17.3,17.27,0.03,0.0633,63.3,147,148.2,1.2,11.94,8.41,8.79,0.38,7.5,10.1,9.95,0.15,104.3,100,104,4,0.036,,,,,,0.025,,,,,,0.016,,,,,,0.021,,,,,,,,,,,,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,4/21/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,112,2668,4,21,2008,945,615.88,4.03,4.72,15.9,15.91,0.01,0.0696,69.6,147,144,3,10.2,8.16,7.85,0.31,7.35,10.1,10.35,0.25,92.9,100,95.8,4.2,0.059,,,,,,0.037,,,,,,0.02,,,,,,0.037,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,4/22/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,113,2669,4,22,2008,1242,552.02,4.47,4.28,17.3,17.27,0.03,0.0489,48.9,147,148.2,1.2,11.59,8.41,8.79,0.38,7.4,10.1,9.95,0.15,104.1,100,104,4,0.04,,,,,,0.018,,,,,,0.019,,,,,,0.008,,,,,,,,,,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,4/21/08,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,112,2668,4,21,2008,1205,1588.06,,5.8,15.9,15.91,0.01,0.063,63,147,144,3,11.14,8.16,7.85,0.31,7.19,10.1,10.35,0.25,104,100,95.8,4.2,0.063,,,,,,0.032,,,,,,0.019,,,,,,0.009,,,,,,,,,,,,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,4/21/08,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,112,2668,4,21,2008,1430,1317.14,2.5,6.89,15.9,15.91,0.01,0.0635,63.5,147,144,3,9.48,8.16,7.85,0.31,7.27,10.1,10.35,0.25,91.6,100,95.8,4.2,0.074,0.066,,0.008,11.42857143,pass,0.035,0.034,,0.001,2.898550725,pass,0.018,0.017,,0.001,5.714285714,pass,0.011,0.012,,0.001,8.695652174,pass,,,,,,,0.488,0.459,,0.029,6.124604013,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,4/29/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,120,2676,4,29,2008,1400,,1.94,3.45,20.4,20.45,0.05,0.0375,37.5,147,147.2,0.2,11.15,7.89,7.58,0.31,7.28,10.06,10.09,0.03,98.8,100,95.8,4.2,0.053,0.053,,0,0,pass,0.029,0.028,,0.001,3.50877193,pass,0.016,0.019,,0.003,17.14285714,pass,0.019,0.018,,0.001,5.405405405,pass,,,,,,,0.196,0.176,,0.02,10.75268817,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Flow Measurement Taken
1117,4/29/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,120,2676,4,29,2008,1053,,1.73,,,,0,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No Flow  Measurement, Water Sample or Hydrolab Data Taken"
1118,4/29/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,120,2676,4,29,2008,1255,,4.08,,,,0,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No Flow  Measurement, Water Sample or Hydrolab Data Taken"
1119,4/30/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,121,2677,4,30,2008,1240,,0.84,,,,0,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No Flow  Measurement, Water Sample or Hydrolab Data Taken"
1120,4/30/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,121,2677,4,30,2008,1030,186.76,1.59,2.86,18.2,18.2,0,0.057,57,147,147,0,11.86,8.26,8.29,0.03,7.6,10.08,10.17,0.09,102.6,100,100,0,0.047,0.045,,0.002,4.347826087,pass,0.025,0.027,,0.002,7.692307692,pass,0.013,0.022,,0.009,51.42857143,pass,0.026,0.029,,0.003,10.90909091,pass,,,,,,,0.156,0.183,,0.027,15.92920354,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,4/30/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,121,2677,4,30,2008,1325,,3.95,,,,0,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No Flow  Measurement, Water Sample or Hydrolab Data Taken"
1122,4/30/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,121,2677,4,30,2008,1340,,4.08,,,,0,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No Flow  Measurement, Water Sample or Hydrolab Data Taken"
1123,5/6/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,127,2683,5,6,2008,1115,,2.25,3.83,19.8,19.85,0.05,0.0349,34.9,147,146.5,0.5,11.53,7.58,7.42,0.16,7.42,10.06,10.04,0.02,102,100,97.1,2.9,0.051,,,,,,0.024,,,,,,0.011,,,,,,0.025,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Flow Measurement - Water To Swift
1124,5/6/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,127,2683,5,6,2008,910,256.26,1.9,4.7,19.8,19.85,0.05,0.0524,52.4,147,146.5,0.5,11.03,7.58,7.42,0.16,7.46,10.06,10.04,0.02,99.9,100,97.1,2.9,0.063,0.065,,0.002,3.125,pass,0.022,0.025,,0.003,12.76595745,pass,0.016,0.017,,0.001,6.060606061,pass,0.021,0.021,,0,0,pass,,,,,,,0.295,0.285,,0.01,3.448275862,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,5/7/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,128,2684,5,7,2008,930,835.88,4.07,10.3,19.1,19.09,0.01,0.059,59,147,149.5,2.5,8.14,7.99,7.74,0.25,7.52,10.06,10.06,0,84.8,100,96.3,3.7,0.066,0.066,,0,0,pass,0.036,0.034,,0.002,5.714285714,pass,0.023,0.023,,0,0,pass,0.019,0.02,,0.001,5.128205128,pass,,,,,,,0.239,0.212,,0.027,11.97339246,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,5/6/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,127,2683,5,6,2008,1245,385.92,3.9,14.38,19.8,19.85,0.05,0.0621,62.1,147,146.5,0.5,8.22,7.58,7.42,0.16,7.68,10.06,10.04,0.02,94,100,97.1,2.9,0.042,,,,,,0.021,,,,,,0.017,,,,,,0.004,,,,,,,,,,,,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,5/7/08,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,128,2684,5,7,2008,1228,1166.06,4.27,14.01,19.1,19.09,0.01,0.0696,69.6,147,149.5,2.5,7.48,7.99,7.74,0.25,7.54,10.06,10.06,0,84.9,100,96.3,3.7,0.06,,,,,,0.033,,,,,,0.022,,,,,,0.011,,,,,,,,,,,,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,5/7/08,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,128,2684,5,7,2008,1515,,1.8,16.22,19.1,19.09,0.01,0.075,75,147,149.5,2.5,7.99,7.99,7.74,0.25,7.74,10.06,10.06,0,94.9,100,96.3,3.7,0.068,,,,,,0.041,,,,,,0.015,,,,,,0.008,,,,,,,,,,,,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,5/22/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,143,2699,5,22,2008,1145,,2.13,4.63,18.1,18.09,0.01,0.0329,32.9,147,150.4,3.4,10.71,7.76,7.81,0.05,7.39,10.07,10.1,0.03,97.6,100,99.2,0.8,0.035,,,,,,0.028,,,,,,0.007,,,,,,0.011,,,,,,,,,,,,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,5/22/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,143,2699,5,22,2008,930,198.43,1.6,5.11,18.1,18.09,0.01,0.0484,48.4,147,150.4,3.4,10.67,7.76,7.81,0.05,7.37,10.07,10.1,0.03,98.5,100,99.2,0.8,0.037,,,,,,0.026,,,,,,0.01,,,,,,0.004,,,,,,,,,,,,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,5/21/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,142,2698,5,21,2008,910,821.99,4.12,9.92,18.9,18.9,0,0.0557,55.7,147,150.3,3.3,8.81,7.98,8.01,0.03,7.32,10.09,10.06,0.03,90.5,100,100.5,0.5,0.058,0.075,,0.017,25.56390977,fail,0.035,0.033,,0.002,5.882352941,pass,0.035,0.016,,0.019,74.50980392,fail,0.012,0.014,,0.002,15.38461538,pass,,,,,,,0.271,0.304,,0.033,11.47826087,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,5/22/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,143,2699,5,22,2008,1330,407.21,4.06,12.13,18.1,18.09,0.01,0.0631,63.1,147,150.4,3.4,9.2,7.76,7.81,0.05,7.72,10.07,10.1,0.03,100.7,100,99.2,0.8,0.043,0.047,,0.004,8.888888889,pass,0.026,0.027,,0.001,3.773584906,pass,0.015,0.017,,0.002,12.5,pass,0.01,0.011,,0.001,9.523809524,pass,,,,,,,0.484,0.551,,0.067,12.9468599,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,5/21/08,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,142,2698,5,21,2008,1300,1287.74,4.46,13.53,18.9,18.9,0,0.0673,67.3,147,150.3,3.3,7.61,7.98,8.01,0.03,7.34,10.09,10.06,0.03,84.7,100,100.5,0.5,0.083,,,,,,0.041,,,,,,0.013,,,,,,0.004,,,,,,,,,,,,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,5/21/08,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,142,2698,5,21,2008,1540,,N/A,17.28,18.9,18.9,0,0.0694,69.4,147,150.3,3.3,7.87,7.98,8.01,0.03,7.67,10.09,10.06,0.03,95.3,100,100.5,0.5,0.085,,,,,,0.044,,,,,,0.021,,,,,,0.008,,,,,,,,,,,,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Flow Measurement Taken - Not Enough Time
1135,6/5/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,157,2713,6,5,2008,1115,,1.94,6.24,19.1,19.1,0,0.0331,33.1,147,151,4,,,,0,7.34,10.07,10.06,0.01,,,,0,0.032,,,,,,0.03,,,,,,0.021,,,,,,0.01,,,,,,,,,,,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No Flow Measurement - Water To Swift, DO Membrane Loose "
1136,6/5/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,157,2713,6,5,2008,1000,,1.6,6.75,19.1,19.1,0,0.0565,56.5,147,151,4,,,,0,7.5,10.07,10.06,0.01,,,,0,0.036,0.035,,0.001,2.816901408,pass,0.025,0.026,,0.001,3.921568627,pass,0.02,0.022,,0.002,9.523809524,pass,0.004,0.004,,0,0,pass,,,,,,,0.139,0.14,,0.001,0.716845878,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No Flow Measurement - Water To Swift, DO Membrane Loose "
1137,6/4/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,156,2712,6,4,2008,1315,,4.2,12.25,18.9,18.9,0,0.0624,62.4,147,147.3,0.3,8.36,7.98,7.71,0.27,7.59,10.07,10.1,0.03,91.6,100,96.3,3.7,0.067,,,,,,0.037,,,,,,0.013,,,,,,0.009,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,6/5/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,157,2713,6,5,2008,1220,417.46,4.2,13.7,19.1,19.1,0,0.0522,52.2,147,151,4,,,,0,7.69,10.07,10.06,0.01,,,,0,0.038,,,,,,0.022,,,,,,0.026,,,,,,0.004,,,,,,,,,,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,6/4/08,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,156,2712,6,4,2008,1400,1497.14,5.15,14.96,18.9,18.9,0,0.0828,82.8,147,147.3,0.3,7.21,7.98,7.71,0.27,7.48,10.07,10.1,0.03,83.9,100,96.3,3.7,0.063,0.062,,0.001,1.6,pass,0.043,0.043,,0,0,pass,0.022,0.024,,0.002,8.695652174,pass,0.004,0.004,,0,0,pass,,,,,,,0.438,0.402,,0.036,8.571428571,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,6/4/08,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,156,2712,6,4,2008,910,1359.25,2.87,14.85,18.9,18.9,0,0.0838,83.8,147,147.3,0.3,6.8,7.98,7.71,0.27,7.37,10.07,10.1,0.03,78.8,100,96.3,3.7,0.074,,,,,,0.046,,,,,,0.027,,,,,,0.004,,,,,,,,,,,,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,7/16/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,198,2754,7,16,2008,1117,59.59,0.8,12.03,22.9,22.9,0,0.0556,55.6,147,145.7,1.3,9.16,7.46,7.36,0.1,7.7,10.02,10,0.02,99,100,98.5,1.5,0.044,0.046,,0.002,4.444444444,pass,0.038,0.039,,0.001,2.597402597,pass,0.012,0.009,,0.003,28.57142857,pass,0.012,0.013,,0.001,8,pass,,,,,,,0.097,0.084,,0.013,14.36464088,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,7/16/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,198,2754,7,16,2008,930,17.92,0.4,15.88,22.9,22.9,0,0.92,920,147,145.7,1.3,8.39,7.46,7.36,0.1,7.77,10.02,10,0.02,98.6,100,98.5,1.5,0.0045,,,,,,0.0015,,,,,,0.003,,,,,,0.004,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,7/15/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,197,2753,7,15,2008,900,158.67,1.08,17.98,23.4,23.3,0.1,0.1088,108.8,147,147,0,8.28,7.29,7.48,0.19,8.33,10.01,9.98,0.03,102.6,100,102.1,2.1,0.056,0.057,,0.001,1.769911504,pass,0.041,0.041,,0,0,pass,0.003,0.003,,0,0,pass,0.004,0.004,,0,0,pass,,,,,,,0.192,0.196,,0.004,2.06185567,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,7/16/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,198,2754,7,16,2008,1313,19.75,1.08,22.86,22.9,22.9,0,0.1123,112.3,147,145.7,1.3,10.62,7.46,7.36,0.1,8.77,10.02,10,0.02,143.6,100,98.5,1.5,0.041,,,,,,0.018,,,,,,0.012,,,,,,0.072,,,,,,,,,,,,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,7/15/08,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,197,2753,7,15,2008,1210,147.63,1.09,23.33,23.4,23.3,0.1,0.122,122,147,147,0,8.28,7.29,7.48,0.19,9.09,10.01,9.98,0.03,113.8,100,102.1,2.1,0.025,,,,,,0.008,,,,,,0.003,,,,,,0.004,,,,,,,,,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,7/15/08,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,197,2753,7,15,2008,1400,,0.2,24.68,23.4,23.3,0.1,0.1147,114.7,147,147,0,9.13,7.29,7.48,0.19,9.21,10.01,9.98,0.03,129.4,100,102.1,2.1,0.046,,,,,,0.027,,,,,,0.009,,,,,,0.004,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,7/31/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,213,2769,7,31,2008,1112,52.57,0.75,10.28,20.7,20.68,0.02,0.0552,55.2,147,144.7,2.3,9,7.58,7.16,0.42,7.67,10.04,10.06,0.02,93.8,100,94.1,5.9,0.046,0.044,,0.002,4.444444444,pass,0.045,0.044,,0.001,2.247191011,pass,0.016,0.017,,0.001,6.060606061,pass,0.028,0.027,,0.001,3.636363636,pass,,,,,,,0.099,0.1,,0.001,1.005025126,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,7/31/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,213,2769,7,31,2008,932,14.95,0.33,14.09,20.7,20.68,0.02,0.0918,91.8,147,144.7,2.3,8.16,7.58,7.16,0.42,7.75,10.04,10.06,0.02,92.6,100,94.1,5.9,0.028,,,,,,0.028,,,,,,0.01,,,,,,0.012,,,,,,,,,,,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,7/29/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,211,2767,7,29,2008,925,152.82,1.07,17.04,21.5,21.5,0,0.1071,107.1,147,144.1,2.9,7.54,7.62,7.83,0.21,8,10.04,10.04,0,91.1,100,102.3,2.3,0.048,0.043,,0.005,10.98901099,pass,0.034,0.034,,0,0,pass,0.018,0.018,,0,0,pass,0.004,0.004,,0,0,pass,,,,,,,0.206,0.193,,0.013,6.516290727,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,7/31/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,213,2769,7,31,2008,1255,10.42,0.88,20.68,20.7,20.68,0.02,0.1169,116.9,147,144.7,2.3,9.91,7.58,7.16,0.42,8.79,10.04,10.06,0.02,129.2,100,94.1,5.9,0.035,,,,,,0.021,,,,,,0.014,,,,,,0.085,,,,,,,,,,,,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,7/29/08,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,211,2767,7,29,2008,1140,138.48,1,21.17,21.5,21.5,0,0.1254,125.4,147,144.1,2.9,8.43,7.62,7.83,0.21,9.23,10.04,10.04,0,111,100,102.3,2.3,0.025,,,,,,0.009,,,,,,0.016,,,,,,0.004,,,,,,,,,,,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,7/29/08,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,211,2767,7,29,2008,1330,140.02,,22.65,21.5,21.5,0,0.115,115,147,144.1,2.9,8.94,7.62,7.83,0.21,9.27,10.04,10.04,0,120.9,100,102.3,2.3,0.04,,,,,,0.023,,,,,,0.016,,,,,,0.004,,,,,,,,,,,,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,8/13/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,226,2782,8,13,2008,1135,48.45,0.7,11.03,21.6,21.6,0,0.0563,56.3,147,149.2,2.2,9.53,7.58,7.62,0.04,7.67,10.04,10.1,0.06,100.6,100,99.8,0.2,0.048,0.047,,0.001,2.105263158,pass,0.046,0.046,,0,0,pass,0.015,0.014,,0.001,6.896551724,pass,0.025,0.025,,0,0,pass,,,,,,,0.111,0.107,,0.004,3.669724771,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TP+Dup rerun changed from .049, .039"
1154,8/13/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,226,2782,8,13,2008,1013,13.64,0.28,15.7,21.6,21.6,0,0.0944,94.4,147,149.2,2.2,8.58,7.58,7.62,0.04,7.86,10.04,10.1,0.06,100.7,100,99.8,0.2,0.031,,,,,,0.03,,,,,,0.012,,,,,,0.004,,,,,,,,,,,,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,8/12/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,225,2781,8,12,2008,915,134.63,1.06,16.5,21,21.07,0.07,0.1084,108.4,147,145,2,7.32,7.29,7.41,0.12,7.95,10.04,10.04,0,87.5,100,100.8,0.8,0.05,0.05,,0,0,pass,0.038,0.038,,0,0,pass,0.015,0.016,,0.001,6.451612903,pass,0.004,0.004,,0,0,pass,,,,,,,0.191,0.197,,0.006,3.092783505,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,8/13/08,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,226,2782,8,13,2008,1314,12.93,0.9,21.51,21.6,21.6,0,0.1247,124.7,147,149.2,2.2,9.58,7.58,7.62,0.04,8.58,10.04,10.1,0.06,126.3,100,99.8,0.2,0.038,,,,,,0.021,,,,,,0.017,,,,,,0.054,,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,8/12/08,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,225,2781,8,12,2008,1133,127.8,0.94,21.49,21,21.07,0.07,0.1288,128.8,147,145,2,7.72,7.29,7.41,0.12,8.84,10.04,10.04,0,101.5,100,100.8,0.8,0.031,,,,,,0.007,,,,,,0.016,,,,,,0.004,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,8/12/08,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,225,2781,8,12,2008,1315,129.9,0,22.64,21,21.07,0.07,0.1187,118.7,147,145,2,8.49,7.29,7.41,0.12,9.17,10.04,10.04,0,114.7,100,100.8,0.8,0.039,,,,,,0.021,,,,,,0.015,,,,,,0.004,,,,,,,,,,,,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,8/27/08,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,240,2796,8,27,2008,1200,45.7,0.7,8.91,20.3,20.3,0,0.0548,54.8,147,147.6,0.6,10.56,7.69,7.96,0.27,7.46,10.05,10.1,0.05,106,100,103,3,0.045,0.044,,0.001,2.247191011,pass,0.047,0.046,,0.001,2.150537634,pass,0.011,0.01,,0.001,9.523809524,pass,0.028,0.028,,0,0,pass,,,,,,,0.086,0.087,,0.001,1.156069364,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,8/27/08,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,2796,8,27,2008,940,12.76,0.3,12.19,20.3,20.3,0,0.0941,94.1,147,147.6,0.6,9.06,7.69,7.96,0.27,7.57,10.05,10.1,0.05,97.9,100,103,3,0.029,,,,,,0.028,,,,,,0.013,,,,,,0.004,,,,,,,,,,,,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,8/26/08,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,239,2795,8,26,2008,8.35,130.22,0.91,13.29,20.3,20.3,0,0.1054,105.4,147,144.8,2.2,7.61,7.71,7.94,0.23,7.55,10.06,10.01,0.05,84.6,100,102.6,2.6,0.05,0.052,,0.002,3.921568627,pass,0.041,0.041,,0,0,pass,0.009,0.011,,0.002,20,pass,0.004,0.004,,0,0,pass,,,,,,,0.189,0.189,,0,0,pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
