Timing is off.
year,month,site,ppt
2003,2,SR0050,32.1818222886123
2003,2,SR0060,21.3060461786115
2003,2,SR0070,32.841421651716
2003,2,SR0080,23.2497632157685
2003,2,SR0090,24.0236497366906
2003,2,SR0140,27.8735767809032
2003,2,SR0150,24.9497964002494
2003,2,WR1000,25.3972626662391
2003,3,SR0040,131.620193735192
2003,3,SR0050,84.8158132773927
2003,3,SR0060,62.832324025586
2003,3,SR0070,97.6080386981791
2003,3,SR0080,73.2318416954254
2003,3,SR0090,87.7717105917268
2003,3,SR0140,81.1213586041829
2003,3,SR0150,71.4177746315715
2003,3,WR1000,99.5256005142818
2003,4,SR0040,145.250127952947
2003,4,SR0050,101.346997024271
2003,4,SR0060,68.78572266184
2003,4,SR0070,91.7251541295613
2003,4,SR0080,64.8795703283102
2003,4,SR0090,59.2133040655474
2003,4,SR0140,85.6216754454187
2003,4,SR0150,82.610829653344
2003,4,WR1000,56.2023486704716
2003,5,SR0040,76.8240574489645
2003,5,SR0050,50.4017663818593
2003,5,SR0060,30.938401189263
2003,5,SR0070,43.4420444066193
2003,5,SR0080,31.2364667406963
2003,5,SR0090,31.0393016832442
2003,5,SR0140,40.9739123616892
2003,5,SR0150,36.7063348829749
2003,5,WR1000,34.9003112437999
2003,6,SR0040,0.0719002348477322
2003,6,SR0050,1.75255939325962
2003,6,SR0060,0.43432147434505
2003,6,SR0070,3.94469988970015e-05
2003,6,SR0080,0.0108342175649312
2003,6,SR0090,0
2003,6,SR0140,0.0906564663206119
2003,6,SR0150,1.76854223959295
2003,6,WR1000,0
2003,7,SR0040,44.8183306914813
2003,7,SR0050,34.6322428746616
2003,7,SR0060,11.2711822697092
2003,7,SR0070,18.8571144494105
2003,7,SR0080,6.17628615662432
2003,7,SR0090,5.64176627000584
2003,7,SR0140,23.8366881388533
2003,7,SR0150,39.5424151312834
2003,7,WR1000,6.65820338496508
2003,8,SR0040,13.900039228179
2003,8,SR0050,9.48960593513826
2003,8,SR0060,8.06517136287925
2003,8,SR0070,8.96770493640705
2003,8,SR0080,7.74185743514133
2003,8,SR0090,8.52071255966817
2003,8,SR0140,10.0345609600372
2003,8,SR0150,10.6533276339939
2003,8,WR1000,11.8666395988992
2003,9,SR0040,19.3569553933836
2003,9,SR0050,23.3386314077299
2003,9,SR0060,20.3566032437307
2003,9,SR0070,19.6182018845696
2003,9,SR0080,19.0546662211266
2003,9,SR0090,22.4473527366384
2003,9,SR0140,19.5004096094831
2003,9,SR0150,22.8198626734214
2003,9,WR1000,25.5975520059121
2003,10,SR0040,4.97691973233451
2003,10,SR0050,1.60059997269419
2003,10,SR0060,1.53968549561355
2003,10,SR0070,3.59823172247845
2003,10,SR0080,1.7636656480497
2003,10,SR0090,3.76525655771609
2003,10,SR0140,2.73935719379864
2003,10,SR0150,1.73107628136484
2003,10,WR1000,5.03199846754307
2003,11,SR0040,61.6889547899286
2003,11,SR0050,41.5116334220397
2003,11,SR0060,35.9641374119514
2003,11,SR0070,48.1955312900775
2003,11,SR0080,45.5441806290515
2003,11,SR0090,62.9902411667173
2003,11,SR0140,41.1253567515419
2003,11,SR0150,36.5605648375757
2003,11,WR1000,79.8595410409309
2003,12,SR0040,159.953750404749
2003,12,SR0050,90.296848788699
2003,12,SR0060,75.2100254458514
2003,12,SR0070,118.074619688668
2003,12,SR0080,98.2412138221655
2003,12,SR0090,120.97428227657
2003,12,SR0140,95.411509304432
2003,12,SR0150,77.3829810002956
2003,12,WR1000,140.510700689359
2004,1,SR0040,126.277945649024
2004,1,SR0050,63.8834048419009
2004,1,SR0060,45.3494291689771
2004,1,SR0070,95.4556786438715
2004,1,SR0080,63.2915470056441
2004,1,SR0090,79.5954934671106
2004,1,SR0140,64.9355241331921
2004,1,SR0150,47.8171949908894
2004,1,WR1000,88.5989727972081
2004,2,SR0040,145.322098126831
2004,2,SR0050,81.3660141444861
2004,2,SR0060,61.6194488491561
2004,2,SR0070,104.298256331982
2004,2,SR0080,74.9563004658594
2004,2,SR0090,86.6686015189818
2004,2,SR0140,82.282217961184
2004,2,SR0150,65.5682763625416
2004,2,WR1000,89.8765221996275
2004,3,SR0040,41.5382259726209
2004,3,SR0050,29.2198497328199
2004,3,SR0060,17.6708098836234
2004,3,SR0070,26.9106126277419
2004,3,SR0080,21.6147854842863
2004,3,SR0090,31.624569955393
2004,3,SR0140,23.5517908346794
2004,3,SR0150,21.7027097732178
2004,3,WR1000,41.0387603845005
2004,4,SR0040,48.9252468415057
2004,4,SR0050,35.3835720601978
2004,4,SR0060,25.1144128366829
2004,4,SR0070,33.7802856597129
2004,4,SR0080,23.5099182539265
2004,4,SR0090,22.4954813510177
2004,4,SR0140,30.7436594015646
2004,4,SR0150,30.1893331877808
2004,4,WR1000,21.421270842983
2004,5,SR0040,47.9143232265049
2004,5,SR0050,39.0438599233466
2004,5,SR0060,33.2006467591544
2004,5,SR0070,40.3792340549427
2004,5,SR0080,37.592359732719
2004,5,SR0090,48.4312039692567
2004,5,SR0140,39.2292308515421
2004,5,SR0150,35.9884522089853
2004,5,WR1000,58.4244392122939
2004,6,SR0040,31.5836544242891
